DOOR1,34.052417,-118.365528,0
DOOR2,34.052171,-118.365892,0
DOOR3,34.052237,-118.365821,0
DOOR4,34.052335,-118.365809,0
DOOR5,34.052362,-118.365796,0
DOOR6,34.052396,-118.365786,0
,,,
